TRACE_SEQUENCE_LINE,TRACE_SEQUENCE_FILE,FieldRecord,TraceNumber,EnergySourcePoint,CDP,CDP_TRACE,TraceIdentificationCode,NSummedTraces,NStackedTraces,DataUse,offset,ReceiverGroupElevation,SourceSurfaceElevation,SourceDepth,ReceiverDatumElevation,SourceDatumElevation,SourceWaterDepth,GroupWaterDepth,ElevationScalar,SourceGroupScalar,SourceX,SourceY,GroupX,GroupY,CoordinateUnits,WeatheringVelocity,SubWeatheringVelocity,SourceUpholeTime,GroupUpholeTime,SourceStaticCorrection,GroupStaticCorrection,TotalStaticApplied,LagTimeA,LagTimeB,DelayRecordingTime,MuteTimeStart,MuteTimeEND,TRACE_SAMPLE_COUNT,TRACE_SAMPLE_INTERVAL,GainType,InstrumentGainConstant,InstrumentInitialGain,Correlated,SweepFrequencyStart,SweepFrequencyEnd,SweepLength,SweepType,SweepTraceTaperLengthStart,SweepTraceTaperLengthEnd,TaperType,AliasFilterFrequency,AliasFilterSlope,NotchFilterFrequency,NotchFilterSlope,LowCutFrequency,HighCutFrequency,LowCutSlope,HighCutSlope,YearDataRecorded,DayOfYear,HourOfDay,MinuteOfHour,SecondOfMinute,TimeBaseCode,TraceWeightingFactor,GeophoneGroupNumberRoll1,GeophoneGroupNumberFirstTraceOrigField,GeophoneGroupNumberLastTraceOrigField,GapSize,OverTravel,CDP_X,CDP_Y,INLINE_3D,CROSSLINE_3D,ShotPoint,ShotPointScalar,TraceValueMeasurementUnit,TransductionConstantMantissa,TransductionConstantPower,TransductionUnit,TraceIdentifier,ScalarTraceHeader,SourceType,SourceEnergyDirectionMantissa,SourceEnergyDirectionExponent,SourceMeasurementMantissa,SourceMeasurementExponent,SourceMeasurementUnit,UnassignedInt1,UnassignedInt2,i,j
19,8705,1786,13,1786,1318,1318,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241098,64260,2241098,64260,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241098,64260,1786,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,18
20,8706,1786,6,1786,1319,1319,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241098,64370,2241098,64370,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241098,64370,1786,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,19
21,8707,1786,14,1786,1320,1320,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241098,64480,2241098,64480,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241098,64480,1786,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,20
22,8708,1786,100,1786,1321,1321,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241098,64590,2241098,64590,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241098,64590,1786,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,21
23,8709,1786,16,1786,1322,1322,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241098,64700,2241098,64700,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241098,64700,1786,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,22
24,8710,1786,16,1786,1323,1323,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241099,64810,2241099,64810,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,64810,1786,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,23
25,8711,1786,18,1786,1324,1324,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241099,64920,2241099,64920,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,64920,1786,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,24
26,8712,1786,18,1786,1325,1325,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65030,2241099,65030,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65030,1786,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,25
27,8713,1786,1423,1786,1326,1326,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65140,2241099,65140,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65140,1786,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,26
28,8714,1786,1424,1786,1327,1327,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65250,2241099,65250,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65250,1786,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,27
29,8715,1786,1424,1786,1328,1328,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65360,2241099,65360,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65360,1786,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,28
30,8716,1786,19,1786,1329,1329,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65470,2241099,65470,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65470,1786,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,29
31,8717,1786,1161,1786,1330,1330,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241099,65580,2241099,65580,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241099,65580,1786,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,30
32,8718,1786,1258,1786,1331,1331,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241100,65690,2241100,65690,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,65690,1786,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,31
33,8719,1786,1258,1786,1332,1332,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241100,65800,2241100,65800,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,65800,1786,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,32
34,8720,1786,1258,1786,1333,1333,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241100,65910,2241100,65910,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,65910,1786,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,33
35,8721,1786,1429,1786,1334,1334,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241100,66020,2241100,66020,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,66020,1786,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,34
36,8722,1786,1429,1786,1335,1335,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2241100,66130,2241100,66130,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,66130,1786,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,35
37,8723,1786,1443,1786,1336,1336,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2241100,66240,2241100,66240,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,66240,1786,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,36
38,8724,1786,1443,1786,1337,1337,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241100,66350,2241100,66350,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241100,66350,1786,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,37
39,8725,1786,1439,1786,1338,1338,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241101,66460,2241101,66460,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,66460,1786,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,38
40,8726,1786,1415,1786,1339,1339,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241101,66570,2241101,66570,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,66570,1786,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39
41,8727,1786,1416,1786,1340,1340,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241101,66680,2241101,66680,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,66680,1786,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,40
42,8728,1786,10,1786,1341,1341,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241101,66790,2241101,66790,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,66790,1786,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41
43,8729,1786,11,1786,1342,1342,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241101,66900,2241101,66900,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,66900,1786,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,42
44,8730,1786,1416,1786,1343,1343,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241101,67010,2241101,67010,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,67010,1786,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,43
45,8731,1786,1416,1786,1344,1344,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241101,67120,2241101,67120,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,67120,1786,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,44
46,8732,1786,1421,1786,1345,1345,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241101,67230,2241101,67230,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241101,67230,1786,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,45
47,8733,1786,1421,1786,1346,1346,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67340,2241102,67340,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67340,1786,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,46
48,8734,1786,1410,1786,1347,1347,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67450,2241102,67450,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67450,1786,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,47
49,8735,1786,1410,1786,1348,1348,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67560,2241102,67560,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67560,1786,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,48
50,8736,1786,17,1786,1349,1349,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67670,2241102,67670,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67670,1786,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,49
51,8737,1786,1428,1786,1350,1350,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67780,2241102,67780,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67780,1786,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,50
52,8738,1786,9,1786,1351,1351,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241102,67890,2241102,67890,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,67890,1786,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,51
53,8739,1786,9,1786,1352,1352,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241102,68000,2241102,68000,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,68000,1786,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,52
54,8740,1786,7,1786,1353,1353,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241102,68110,2241102,68110,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241102,68110,1786,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,53
55,8741,1786,7,1786,1354,1354,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68220,2241103,68220,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68220,1786,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,54
56,8742,1786,9,1786,1355,1355,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68330,2241103,68330,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68330,1786,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,55
57,8743,1786,9,1786,1356,1356,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68440,2241103,68440,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68440,1786,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,56
58,8744,1786,11,1786,1357,1357,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68550,2241103,68550,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68550,1786,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,57
59,8745,1786,11,1786,1358,1358,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68660,2241103,68660,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68660,1786,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,58
60,8746,1786,13,1786,1359,1359,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68770,2241103,68770,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68770,1786,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,59
61,8747,1786,21,1786,1360,1360,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68880,2241103,68880,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68880,1786,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,60
62,8748,1786,11,1786,1361,1361,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241103,68990,2241103,68990,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241103,68990,1786,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,61
63,8749,1786,11,1786,1362,1362,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69100,2241104,69100,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69100,1786,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,62
64,8750,1786,11,1786,1363,1363,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69210,2241104,69210,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69210,1786,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,63
65,8751,1786,12,1786,1364,1364,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69320,2241104,69320,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69320,1786,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,64
66,8752,1786,1393,1786,1365,1365,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69430,2241104,69430,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69430,1786,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,65
67,8753,1786,1393,1786,1366,1366,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69540,2241104,69540,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69540,1786,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,66
68,8754,1786,1177,1786,1367,1367,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69650,2241104,69650,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69650,1786,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67
69,8755,1786,1177,1786,1368,1368,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241104,69760,2241104,69760,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241104,69760,1786,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,68
70,8756,1786,1178,1786,1369,1369,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2241105,69870,2241105,69870,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,69870,1786,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,69
71,8757,1786,1,1786,1370,1370,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241105,69980,2241105,69980,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,69980,1786,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70
72,8758,1786,1180,1786,1371,1371,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70090,2241105,70090,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70090,1786,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,71
73,8759,1786,1181,1786,1372,1372,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70200,2241105,70200,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70200,1786,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,72
74,8760,1786,1182,1786,1373,1373,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70310,2241105,70310,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70310,1786,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,73
75,8761,1786,1183,1786,1374,1374,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70420,2241105,70420,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70420,1786,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,74
76,8762,1786,1184,1786,1375,1375,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70530,2241105,70530,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70530,1786,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75
77,8763,1786,23,1786,1376,1376,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2241105,70640,2241105,70640,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241105,70640,1786,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76
78,8764,1786,23,1786,1377,1377,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241106,70750,2241106,70750,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241106,70750,1786,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,77
79,8765,1786,23,1786,1378,1378,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2241106,70860,2241106,70860,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241106,70860,1786,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,78
80,8766,1786,1302,1786,1379,1379,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2241106,70970,2241106,70970,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241106,70970,1786,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79
81,8767,1786,25,1786,1380,1380,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2241106,71080,2241106,71080,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241106,71080,1786,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80
